Student ID,Date,Class Time,Attendance Status,Stress Level (GSR),Sleep Hours,Anxiety Level,Mood Score,Risk Level,absent,absent_7sum,chronic_absence,absent_lag1,absent_lag2,sleep_hours,mean_sleep,sleep_diff,sleep_3mean,stress,stress_7mean,mood,anxiety,weekday,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6
2,2024-12-02,9:00-12:00,Absent,2.92,8.9,8,3,High,1,1.0,0,0,0,8.9,6.84,2.0600000000000005,7.9,2.92,3.48,3,8,0,0,0,0,0,0,0
2,2024-12-03,9:00-16:00,Late,1.87,8.9,1,10,Low,0,1.0,0,1,0,8.9,6.84,2.0600000000000005,8.233333333333334,1.87,2.9433333333333334,10,1,1,1,0,0,0,0,0
2,2024-12-04,11:00-12:00,Present,4.33,8.9,3,4,High,0,1.0,0,0,1,8.9,6.84,2.0600000000000005,8.9,4.33,3.29,4,3,2,0,1,0,0,0,0
2,2024-12-05,8:00-13:00,Late,3.27,6.8,5,2,Medium,0,1.0,0,0,0,6.8,6.84,-0.040000000000000036,8.200000000000001,3.27,3.286,2,5,3,0,0,1,0,0,0
2,2024-12-06,10:00-12:00,Absent,1.39,7.1,4,7,High,1,2.0,0,0,0,7.1,6.84,0.2599999999999998,7.6000000000000005,1.39,2.97,7,4,4,0,0,0,1,0,0
2,2024-12-07,10:00-15:00,Late,2.04,5.4,5,2,Medium,0,2.0,0,1,0,5.4,6.84,-1.4399999999999995,6.433333333333334,2.04,2.837142857142857,2,5,5,0,0,0,0,1,0
2,2024-12-08,10:00-16:00,Absent,0.7,8.6,6,10,High,1,3.0,1,0,1,8.6,6.84,1.7599999999999998,7.033333333333332,0.7,2.36,10,6,6,0,0,0,0,0,1
2,2024-12-09,11:00-12:00,Late,1.91,8.6,2,4,Low,0,2.0,0,1,0,8.6,6.84,1.7599999999999998,7.533333333333334,1.91,2.2157142857142857,4,2,0,0,0,0,0,0,0
2,2024-12-10,8:00-14:00,Late,1.89,6.2,3,9,Low,0,2.0,0,0,1,6.2,6.84,-0.6399999999999997,7.8,1.89,2.2185714285714284,9,3,1,1,0,0,0,0,0
2,2024-12-11,8:00-15:00,Late,4.58,6.2,2,6,High,0,2.0,0,0,0,6.2,6.84,-0.6399999999999997,7.0,4.58,2.2542857142857144,6,2,2,0,1,0,0,0,0
2,2024-12-12,11:00-15:00,Present,0.55,7.2,6,4,Low,0,2.0,0,0,0,7.2,6.84,0.3600000000000003,6.533333333333334,0.55,1.8657142857142859,4,6,3,0,0,1,0,0,0
2,2024-12-13,8:00-14:00,Absent,2.64,7.5,7,5,High,1,2.0,0,0,0,7.5,6.84,0.6600000000000001,6.966666666666668,2.64,2.0442857142857145,5,7,4,0,0,0,1,0,0
2,2024-12-14,8:00-15:00,Absent,4.37,5.4,7,4,High,1,3.0,1,1,0,5.4,6.84,-1.4399999999999995,6.7,4.37,2.3771428571428572,4,7,5,0,0,0,0,1,0
2,2024-12-15,10:00-16:00,Present,2.16,8.5,4,7,Low,0,2.0,0,1,1,8.5,6.84,1.6600000000000001,7.133333333333334,2.16,2.585714285714286,7,4,6,0,0,0,0,0,1
2,2024-12-16,9:00-15:00,Present,3.93,8.6,6,1,High,0,2.0,0,0,1,8.6,6.84,1.7599999999999998,7.5,3.93,2.8742857142857146,1,6,0,0,0,0,0,0,0
2,2024-12-17,8:00-12:00,Absent,0.55,6.6,10,8,High,1,3.0,1,0,0,6.6,6.84,-0.2400000000000002,7.8999999999999995,0.55,2.682857142857143,8,10,1,1,0,0,0,0,0
2,2024-12-18,11:00-16:00,Late,3.09,5.0,4,8,Low,0,3.0,1,1,0,5.0,6.84,-1.8399999999999999,6.733333333333333,3.09,2.47,8,4,2,0,1,0,0,0,0
2,2024-12-19,11:00-14:00,Present,2.53,5.9,5,8,Low,0,3.0,1,0,1,5.9,6.84,-0.9399999999999995,5.833333333333333,2.53,2.7528571428571427,8,5,3,0,0,1,0,0,0
2,2024-12-20,8:00-14:00,Absent,4.84,7.1,7,6,High,1,3.0,1,0,0,7.1,6.84,0.2599999999999998,6.0,4.84,3.067142857142857,6,7,4,0,0,0,1,0,0
2,2024-12-21,9:00-15:00,Late,4.69,6.1,1,2,High,0,2.0,0,1,0,6.1,6.84,-0.7400000000000002,6.366666666666667,4.69,3.1128571428571425,2,1,5,0,0,0,0,1,0
2,2024-12-22,10:00-12:00,Absent,4.46,6.3,10,3,High,1,3.0,1,0,1,6.3,6.84,-0.54,6.5,4.46,3.4414285714285713,3,10,6,0,0,0,0,0,1
2,2024-12-23,10:00-12:00,Absent,4.29,5.4,1,10,High,1,4.0,1,1,0,5.4,6.84,-1.4399999999999995,5.933333333333334,4.29,3.492857142857143,10,1,0,0,0,0,0,0,0
2,2024-12-24,11:00-15:00,Present,1.2,5.8,6,10,Low,0,3.0,1,1,1,5.8,6.84,-1.04,5.833333333333333,1.2,3.5857142857142854,10,6,1,1,0,0,0,0,0
2,2024-12-25,8:00-14:00,Late,0.94,5.3,5,5,Low,0,3.0,1,0,1,5.3,6.84,-1.54,5.5,0.94,3.2785714285714285,5,5,2,0,1,0,0,0,0
2,2024-12-26,11:00-16:00,Present,1.53,6.8,1,9,Low,0,3.0,1,0,0,6.8,6.84,-0.040000000000000036,5.966666666666666,1.53,3.135714285714286,9,1,3,0,0,1,0,0,0
2,2024-12-27,11:00-13:00,Late,2.67,5.4,4,7,Low,0,2.0,0,0,0,5.4,6.84,-1.4399999999999995,5.833333333333333,2.67,2.825714285714285,7,4,4,0,0,0,1,0,0
2,2024-12-28,11:00-13:00,Present,1.06,5.9,7,9,Low,0,2.0,0,0,0,5.9,6.84,-0.9399999999999995,6.033333333333334,1.06,2.3071428571428574,9,7,5,0,0,0,0,1,0
2,2024-12-29,10:00-16:00,Absent,1.06,6.9,7,8,High,1,2.0,0,0,0,6.9,6.84,0.0600000000000005,6.066666666666667,1.06,1.8214285714285714,8,7,6,0,0,0,0,0,1
2,2024-12-30,11:00-12:00,Late,2.0,7.0,4,4,Low,0,1.0,0,1,0,7.0,6.84,0.16000000000000014,6.6000000000000005,2.0,1.4942857142857144,4,4,0,0,0,0,0,0,0
3,2024-12-01,10:00-16:00,Present,2.56,7.2,8,9,Medium,0,0.0,0,0,0,7.2,7.4,-0.20000000000000018,7.2,2.56,2.56,9,8,6,0,0,0,0,0,1
3,2024-12-02,9:00-13:00,Late,2.6,6.0,4,6,Low,0,0.0,0,0,0,6.0,7.4,-1.4000000000000004,6.6,2.6,2.58,6,4,0,0,0,0,0,0,0
3,2024-12-03,8:00-12:00,Late,2.45,8.7,2,8,Low,0,0.0,0,0,0,8.7,7.4,1.299999999999999,7.3,2.45,2.5366666666666666,8,2,1,1,0,0,0,0,0
3,2024-12-04,8:00-14:00,Absent,4.1,5.4,6,6,High,1,1.0,0,0,0,5.4,7.4,-2.0,6.7,4.1,2.9275,6,6,2,0,1,0,0,0,0
3,2024-12-05,10:00-15:00,Absent,1.9,6.2,7,5,High,1,2.0,0,1,0,6.2,7.4,-1.2000000000000002,6.766666666666667,1.9,2.722,5,7,3,0,0,1,0,0,0
3,2024-12-06,8:00-14:00,Late,2.28,7.7,9,3,Medium,0,2.0,0,1,1,7.7,7.4,0.2999999999999998,6.433333333333334,2.28,2.6483333333333334,3,9,4,0,0,0,1,0,0
3,2024-12-07,9:00-15:00,Present,4.79,8.5,4,4,High,0,2.0,0,0,1,8.5,7.4,1.0999999999999996,7.466666666666666,4.79,2.954285714285714,4,4,5,0,0,0,0,1,0
3,2024-12-08,9:00-15:00,Absent,2.16,8.1,3,1,High,1,3.0,1,0,0,8.1,7.4,0.6999999999999993,8.1,2.16,2.8971428571428572,1,3,6,0,0,0,0,0,1
3,2024-12-09,9:00-15:00,Late,3.37,8.6,9,9,Medium,0,3.0,1,1,0,8.6,7.4,1.1999999999999993,8.4,3.37,3.007142857142857,9,9,0,0,0,0,0,0,0
3,2024-12-10,8:00-16:00,Late,4.72,7.4,4,3,High,0,3.0,1,0,1,7.4,7.4,0.0,8.033333333333333,4.72,3.3314285714285714,3,4,1,1,0,0,0,0,0
3,2024-12-11,8:00-15:00,Late,4.66,7.8,8,7,High,0,2.0,0,0,0,7.8,7.4,0.39999999999999947,7.933333333333334,4.66,3.4114285714285715,7,8,2,0,1,0,0,0,0
3,2024-12-12,8:00-12:00,Present,1.65,7.3,8,7,Medium,0,1.0,0,0,0,7.3,7.4,-0.10000000000000053,7.5,1.65,3.3757142857142854,7,8,3,0,0,1,0,0,0
3,2024-12-13,8:00-13:00,Present,0.96,8.0,8,4,Medium,0,1.0,0,0,0,8.0,7.4,0.5999999999999996,7.7,0.96,3.187142857142857,4,8,4,0,0,0,1,0,0
3,2024-12-14,8:00-12:00,Present,2.76,8.5,6,8,Low,0,1.0,0,0,0,8.5,7.4,1.0999999999999996,7.933333333333333,2.76,2.8971428571428572,8,6,5,0,0,0,0,1,0
3,2024-12-15,10:00-12:00,Absent,3.39,8.4,6,3,High,1,1.0,0,0,0,8.4,7.4,1.0,8.3,3.39,3.0728571428571425,3,6,6,0,0,0,0,0,1
3,2024-12-16,8:00-16:00,Late,4.3,8.8,9,10,High,0,1.0,0,1,0,8.8,7.4,1.4000000000000004,8.566666666666666,4.3,3.2057142857142855,10,9,0,0,0,0,0,0,0
3,2024-12-17,9:00-14:00,Late,3.95,8.8,4,8,High,0,1.0,0,0,1,8.8,7.4,1.4000000000000004,8.666666666666668,3.95,3.095714285714286,8,4,1,1,0,0,0,0,0
3,2024-12-18,11:00-15:00,Absent,4.96,5.6,1,8,High,1,2.0,0,0,0,5.6,7.4,-1.8000000000000007,7.733333333333334,4.96,3.1385714285714283,8,1,2,0,1,0,0,0,0
3,2024-12-19,9:00-12:00,Present,1.55,8.2,10,7,Medium,0,2.0,0,1,0,8.2,7.4,0.7999999999999989,7.533333333333334,1.55,3.1242857142857146,7,10,3,0,0,1,0,0,0
3,2024-12-20,8:00-15:00,Absent,1.27,7.7,8,2,High,1,3.0,1,0,1,7.7,7.4,0.2999999999999998,7.166666666666667,1.27,3.1685714285714286,2,8,4,0,0,0,1,0,0
3,2024-12-21,9:00-15:00,Late,1.64,6.1,1,9,Low,0,3.0,1,1,0,6.1,7.4,-1.3000000000000007,7.333333333333333,1.64,3.0085714285714285,9,1,5,0,0,0,0,1,0
3,2024-12-22,9:00-12:00,Present,4.11,7.2,7,8,High,0,2.0,0,0,1,7.2,7.4,-0.20000000000000018,7.0,4.11,3.1114285714285717,8,7,6,0,0,0,0,0,1
3,2024-12-23,10:00-15:00,Present,4.52,5.0,9,8,High,0,2.0,0,0,0,5.0,7.4,-2.4000000000000004,6.1000000000000005,4.52,3.142857142857143,8,9,0,0,0,0,0,0,0
3,2024-12-24,10:00-12:00,Present,1.55,7.8,6,9,Low,0,2.0,0,0,0,7.8,7.4,0.39999999999999947,6.666666666666667,1.55,2.8,9,6,1,1,0,0,0,0,0
3,2024-12-25,8:00-14:00,Absent,2.69,9.0,1,6,High,1,2.0,0,0,0,9.0,7.4,1.5999999999999996,7.266666666666667,2.69,2.475714285714286,6,1,2,0,1,0,0,0,0
3,2024-12-26,8:00-13:00,Present,3.76,7.9,1,3,High,0,2.0,0,1,0,7.9,7.4,0.5,8.233333333333334,3.76,2.7914285714285714,3,1,3,0,0,1,0,0,0
3,2024-12-27,11:00-13:00,Present,2.64,8.4,7,5,Low,0,1.0,0,0,1,8.4,7.4,1.0,8.433333333333334,2.64,2.987142857142857,5,7,4,0,0,0,1,0,0
3,2024-12-28,11:00-16:00,Absent,4.16,6.1,10,4,High,1,2.0,0,0,0,6.1,7.4,-1.3000000000000007,7.466666666666666,4.16,3.347142857142857,4,10,5,0,0,0,0,1,0
3,2024-12-29,9:00-15:00,Present,0.59,6.2,3,4,Low,0,2.0,0,1,0,6.2,7.4,-1.2000000000000002,6.8999999999999995,0.59,2.8442857142857143,4,3,6,0,0,0,0,0,1
3,2024-12-30,8:00-15:00,Late,4.23,5.4,2,3,High,0,2.0,0,0,1,5.4,7.4,-2.0,5.8999999999999995,4.23,2.802857142857143,3,2,0,0,0,0,0,0,0
4,2024-12-01,10:00-14:00,Late,4.79,7.1,6,6,High,0,0.0,0,0,0,7.1,7.05,0.04999999999999982,7.1,4.79,4.79,6,6,6,0,0,0,0,0,1
4,2024-12-02,10:00-12:00,Present,3.82,5.3,5,6,High,0,0.0,0,0,0,5.3,7.05,-1.75,6.199999999999999,3.82,4.305,6,5,0,0,0,0,0,0,0
4,2024-12-03,9:00-12:00,Late,1.82,6.0,4,9,Low,0,0.0,0,0,0,6.0,7.05,-1.0499999999999998,6.133333333333333,1.82,3.4766666666666666,9,4,1,1,0,0,0,0,0
4,2024-12-04,8:00-12:00,Late,0.67,8.5,10,8,Medium,0,0.0,0,0,0,8.5,7.05,1.4500000000000002,6.599999999999999,0.67,2.775,8,10,2,0,1,0,0,0,0
4,2024-12-05,10:00-12:00,Absent,1.72,6.7,7,9,High,1,1.0,0,0,0,6.7,7.05,-0.34999999999999964,7.066666666666666,1.72,2.564,9,7,3,0,0,1,0,0,0
4,2024-12-06,8:00-12:00,Present,1.96,6.7,10,4,Medium,0,1.0,0,1,0,6.7,7.05,-0.34999999999999964,7.3,1.96,2.4633333333333334,4,10,4,0,0,0,1,0,0
4,2024-12-07,9:00-12:00,Absent,1.94,6.1,7,5,High,1,2.0,0,0,1,6.1,7.05,-0.9500000000000002,6.5,1.94,2.3885714285714283,5,7,5,0,0,0,0,1,0
4,2024-12-08,8:00-16:00,Absent,4.09,5.5,8,2,High,1,3.0,1,1,0,5.5,7.05,-1.5499999999999998,6.099999999999999,4.09,2.2885714285714287,2,8,6,0,0,0,0,0,1
4,2024-12-09,8:00-14:00,Absent,0.57,7.1,1,5,High,1,4.0,1,1,1,7.1,7.05,0.04999999999999982,6.233333333333332,0.57,1.8242857142857143,5,1,0,0,0,0,0,0,0
4,2024-12-10,10:00-16:00,Present,2.75,8.0,4,6,Low,0,4.0,1,1,1,8.0,7.05,0.9500000000000002,6.866666666666666,2.75,1.957142857142857,6,4,1,1,0,0,0,0,0
4,2024-12-11,9:00-16:00,Late,3.56,5.2,1,3,High,0,4.0,1,0,1,5.2,7.05,-1.8499999999999996,6.766666666666666,3.56,2.37,3,1,2,0,1,0,0,0,0
4,2024-12-12,8:00-14:00,Late,4.75,7.7,1,4,High,0,3.0,1,0,0,7.7,7.05,0.6500000000000004,6.966666666666666,4.75,2.8028571428571425,4,1,3,0,0,1,0,0,0
4,2024-12-13,11:00-14:00,Present,3.89,5.0,6,2,High,0,3.0,1,0,0,5.0,7.05,-2.05,5.966666666666666,3.89,3.0785714285714283,2,6,4,0,0,0,1,0,0
4,2024-12-14,9:00-16:00,Late,4.28,8.1,10,3,High,0,2.0,0,0,0,8.1,7.05,1.0499999999999998,6.933333333333333,4.28,3.412857142857143,3,10,5,0,0,0,0,1,0
4,2024-12-15,11:00-14:00,Late,1.01,8.7,4,8,Low,0,1.0,0,0,0,8.7,7.05,1.6499999999999995,7.266666666666666,1.01,2.9728571428571433,8,4,6,0,0,0,0,0,1
4,2024-12-16,11:00-12:00,Late,2.7,5.8,3,2,Medium,0,0.0,0,0,0,5.8,7.05,-1.25,7.533333333333332,2.7,3.277142857142857,2,3,0,0,0,0,0,0,0
4,2024-12-17,11:00-16:00,Absent,4.87,6.0,4,1,High,1,1.0,0,0,0,6.0,7.05,-1.0499999999999998,6.833333333333332,4.87,3.5800000000000005,1,4,1,1,0,0,0,0,0
4,2024-12-18,10:00-14:00,Present,1.55,7.2,4,7,Low,0,1.0,0,1,0,7.2,7.05,0.15000000000000036,6.333333333333333,1.55,3.2928571428571423,7,4,2,0,1,0,0,0,0
4,2024-12-19,10:00-16:00,Late,3.71,8.9,5,6,High,0,1.0,0,0,1,8.9,7.05,1.8500000000000005,7.366666666666666,3.71,3.144285714285714,6,5,3,0,0,1,0,0,0
4,2024-12-20,8:00-13:00,Present,2.99,7.1,6,4,Low,0,1.0,0,0,0,7.1,7.05,0.04999999999999982,7.733333333333332,2.99,3.0157142857142856,4,6,4,0,0,0,1,0,0
4,2024-12-21,10:00-12:00,Present,1.74,8.8,6,4,Low,0,1.0,0,0,0,8.8,7.05,1.7500000000000009,8.266666666666666,1.74,2.652857142857143,4,6,5,0,0,0,0,1,0
4,2024-12-22,11:00-13:00,Present,1.01,8.9,2,6,Low,0,1.0,0,0,0,8.9,7.05,1.8500000000000005,8.266666666666666,1.01,2.652857142857143,6,2,6,0,0,0,0,0,1
4,2024-12-23,10:00-12:00,Present,4.21,6.4,1,1,High,0,1.0,0,0,0,6.4,7.05,-0.6499999999999995,8.033333333333333,4.21,2.8685714285714283,1,1,0,0,0,0,0,0,0
4,2024-12-24,10:00-12:00,Absent,1.1,8.9,5,2,High,1,1.0,0,0,0,8.9,7.05,1.8500000000000005,8.066666666666666,1.1,2.3299999999999996,2,5,1,1,0,0,0,0,0
4,2024-12-25,8:00-13:00,Late,0.84,6.4,1,2,Medium,0,1.0,0,1,0,6.4,7.05,-0.6499999999999995,7.233333333333333,0.84,2.2285714285714286,2,1,2,0,1,0,0,0,0
4,2024-12-26,11:00-13:00,Absent,4.95,6.9,6,6,High,1,2.0,0,0,1,6.9,7.05,-0.14999999999999947,7.3999999999999995,4.95,2.4057142857142857,6,6,3,0,0,1,0,0,0
4,2024-12-27,9:00-13:00,Present,4.86,6.1,8,4,High,0,2.0,0,1,0,6.1,7.05,-0.9500000000000002,6.466666666666666,4.86,2.672857142857143,4,8,4,0,0,0,1,0,0
4,2024-12-28,8:00-15:00,Present,1.25,8.5,5,6,Low,0,2.0,0,0,1,8.5,7.05,1.4500000000000002,7.166666666666667,1.25,2.602857142857143,6,5,5,0,0,0,0,1,0
4,2024-12-29,11:00-14:00,Present,3.54,6.9,5,3,High,0,2.0,0,0,0,6.9,7.05,-0.14999999999999947,7.166666666666667,3.54,2.9642857142857144,3,5,6,0,0,0,0,0,1
4,2024-12-30,11:00-16:00,Late,4.3,7.0,5,2,High,0,2.0,0,0,0,7.0,7.05,-0.04999999999999982,7.466666666666666,4.3,2.9771428571428573,2,5,0,0,0,0,0,0,0
5,2024-12-01,11:00-12:00,Present,1.12,6.2,4,3,Medium,0,0.0,0,0,0,6.2,6.996666666666667,-0.7966666666666669,6.2,1.12,1.12,3,4,6,0,0,0,0,0,1
5,2024-12-02,10:00-15:00,Present,3.04,8.4,2,9,Low,0,0.0,0,0,0,8.4,6.996666666666667,1.4033333333333333,7.300000000000001,3.04,2.08,9,2,0,0,0,0,0,0,0
5,2024-12-03,10:00-12:00,Present,4.0,8.7,4,8,High,0,0.0,0,0,0,8.7,6.996666666666667,1.7033333333333323,7.766666666666666,4.0,2.72,8,4,1,1,0,0,0,0,0
5,2024-12-04,8:00-14:00,Late,0.79,6.1,6,9,Low,0,0.0,0,0,0,6.1,6.996666666666667,-0.8966666666666674,7.733333333333333,0.79,2.2375,9,6,2,0,1,0,0,0,0
5,2024-12-05,11:00-13:00,Absent,2.72,5.1,3,1,High,1,1.0,0,0,0,5.1,6.996666666666667,-1.8966666666666674,6.633333333333333,2.72,2.334,1,3,3,0,0,1,0,0,0
5,2024-12-06,9:00-14:00,Present,4.5,5.6,3,3,High,0,1.0,0,1,0,5.6,6.996666666666667,-1.3966666666666674,5.599999999999999,4.5,2.6950000000000003,3,3,4,0,0,0,1,0,0
5,2024-12-07,10:00-12:00,Late,3.23,7.8,6,4,Low,0,1.0,0,0,1,7.8,6.996666666666667,0.8033333333333328,6.166666666666665,3.23,2.7714285714285714,4,6,5,0,0,0,0,1,0
5,2024-12-08,10:00-14:00,Present,0.94,5.2,4,2,Medium,0,1.0,0,0,0,5.2,6.996666666666667,-1.7966666666666669,6.199999999999999,0.94,2.7457142857142856,2,4,6,0,0,0,0,0,1
5,2024-12-09,10:00-13:00,Absent,1.41,6.0,6,1,High,1,2.0,0,0,0,6.0,6.996666666666667,-0.996666666666667,6.333333333333333,1.41,2.512857142857143,1,6,0,0,0,0,0,0,0
5,2024-12-10,9:00-13:00,Present,1.62,5.9,10,2,Medium,0,2.0,0,1,0,5.9,6.996666666666667,-1.0966666666666667,5.699999999999999,1.62,2.1728571428571426,2,10,1,1,0,0,0,0,0
5,2024-12-11,8:00-12:00,Late,1.71,7.3,9,2,Medium,0,2.0,0,0,1,7.3,6.996666666666667,0.3033333333333328,6.3999999999999995,1.71,2.3042857142857143,2,9,2,0,1,0,0,0,0
5,2024-12-12,10:00-13:00,Present,4.11,5.4,3,1,High,0,1.0,0,0,0,5.4,6.996666666666667,-1.5966666666666667,6.199999999999999,4.11,2.5028571428571427,1,3,3,0,0,1,0,0,0
5,2024-12-13,8:00-16:00,Absent,4.47,7.7,7,3,High,1,2.0,0,0,0,7.7,6.996666666666667,0.7033333333333331,6.8,4.47,2.4985714285714287,3,7,4,0,0,0,1,0,0
